,Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
1424,12707,12707,a1126,b1247,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,A Fun Slender-man Sniper Gore Kill Game By Scary Halloween Shooting &amp; Killing Slender Man For Teen Boys And Kids Games Free,Social Networking,uTappz Mobile Development LLC,4.04455,0
849,8559,8559,a1243,b794,Super Stickman Golf 2,Sports,Noodlecake Studios Inc,4.2,Draw A Stickman: Episode 2,Entertainment,"Hitcents.com, Inc.",3.46369,0
3988,41451,41451,a3211,b3388,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Letris 4: Best word puzzle game,Games,Ivanovich Games,4.24127,0
820,8414,8414,a3258,b758,Animals Farm For Kids,Educational,Kids Games Projects,4.2,My Dolphin Show: Pet animal game for girls &amp; kids,Family,SPIL GAMES,4.55556,0
886,8713,8713,a645,b846,DEAD TRIGGER 2,Action,MADFINGER Games,4.5,DEAD TRIGGER 2,a.s.,"MADFINGER Games, a.s.",4.63177,1
393,5321,5321,a1195,b443,Word Streak:Words With Friends,Word,Zynga,4.5,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.29223,0
414,5416,5416,a1559,b452,Chess With Friends Free,Board,Zynga,4.3,Words With Friends Classic,Word,Zynga Inc.,3.13605,0
2910,29409,29409,a3416,b2207,Teddy - Coloring book for kids,Casual,Teddy Apps,4.9,Letter Quiz Free - an alphabet tracing game for kids learning ABCs,Education,Tantrum Apps,3.35849,0
3634,36283,36283,a588,b2925,Hearts Card Game FREE,Card,Breakout Games,4.3,Castle Crush: Epic Strategy Game For Free,Strategy,Fun Games For Free,4.81066,0
1832,16416,16416,a1609,b1568,Angry Birds Friends,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds 2,Puzzle,Rovio Entertainment Ltd,4.6052,0
743,7809,7809,a1549,b658,Bike Race 3D - Moto Racing,Racing,MTS Free Games,3.9,Bike Race Free - Top Motorcycle Racing Game,Games,Top Free Games,4.7812,0
476,6101,6101,a2695,b504,Bingo Blingo,Casino,Rockyou Inc.,4.1,Bingo Blingo,Board,"RockYou, Inc.",2.28571,1
2165,18993,18993,a94,b1728,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Cool Race Free by Top Free Games,Top Free Games,Top Free Games,4.32203,0
456,5767,5767,a2669,b487,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,High 5 Casino - Free Real Vegas Slots!,Games,High 5 Games,4.09375,0
3853,38416,38416,a1135,b3168,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667,0
762,8036,8036,a3526,b693,Wheels on the Bus,Education,"Duck Duck Moose, LLC",4.1,Roofbot: Puzzler On The Roof,Adventure,Double Coconut LLC,4.4767,0
988,9063,9063,a3621,b911,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Flight Alert : Impossible Landings Flight Simulator by Fun Games For Free,Arcade,Fun Games For Free,4.79976,0
4155,42814,42814,a2412,b3553,Angry Birds Space,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
789,8177,8177,a3426,b712,Bit by Bit - Programming Game,Educational,Rikai Games,4.3,"Go Go Goat! Free Game - by Best, Cool &amp; Fun Games",Best Free Games - Top Apps,Best Free Games - Top Apps,4.5,0
3199,33362,33362,a1981,b2485,Block Craft 3D: Building Game,Simulation,Fun Games For Free,4.5,Block Craft 3D: Building Simulator Game For Free,Adventure,Fun Games For Free,4.76736,0
271,3884,3884,a1520,b335,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,Guess the Code Free,Entertainment,Optime Software LLC,4.5122,0
11,24,24,a273,b8,Hill Climb Racing 2,Racing,Fingersoft,4.6,Hill Climb Racing,Entertainment,Fingersoft,4.44643,0
1393,11793,11793,a2401,b1223,123 Kids Fun MUSIC,Music,123 Kids Fun Apps - Educational apps for Kids,4.1,Tap Dance Troll Style - Relax with the Best Fun and Cool Free Music Game App for Kids and Family,Music,Asnis Apps,4.11111,0
2017,17960,17960,a2826,b1657,Shelter: A Survival Card Game,Board,Survivalist Games,4.2,Gas Station Car Parking Simulator a Real Road Racing Park Game,Racing,Play With Games Ltd,4.1645,0
1644,15610,15610,a94,b1447,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089,0
2961,30057,30057,a265,b2251,Word Crack Free,Word,Etermax,4.2,Trivia Crack (Ad Free),Entertainment,Etermax,none,0
2277,19381,19381,a2455,b1808,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Bike Race Free - Top Motorcycle Racing Game,Games,Top Free Games,4.78322,0
3989,41458,41458,a1835,b3388,Witch Puzzle - Match 3 Game,Puzzle,Upbeat Games: Cool Fun and Addicting Games to Play,4.4,Letris 4: Best word puzzle game,Games,Ivanovich Games,4.24127,0
1278,10112,10112,a3260,b1104,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Sniper 3D Assassin: Shoot to Kill Game For Free,Action,Fun Games For Free,4.88959,0
2255,19334,19334,a1682,b1800,Angry Birds,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Go!,Arcade,Rovio Entertainment Ltd,3.55211,0
672,7653,7653,a1576,b633,Angry Birds Go!,Racing,Rovio Entertainment Ltd.,4.2,Angry Birds Transformers,Action,Rovio Entertainment Ltd,3.4,0
2936,29928,29928,a2506,b2245,Princess memory game for kids,Board,Owlet games for kids,3.8,"Chic Baby - Baby Care &amp; Dress Up Games for Kids, by Pazu",Family,Pazu Games Ltd,4.07619,0
655,7609,7609,a47,b618,Heroes of War: Orcs vs Knights,Strategy,NEXON M Inc.,4,Call of Duty: Heroes,Strategy,"Activision Publishing, Inc.",4.73134,0
2709,25938,25938,a3621,b2061,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Kindergarten Math Games For Kids (singapore) free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.54545,0
1865,16511,16511,a1947,b1578,Motorbike Driving Simulator 3D,Racing,Pudlus Games,3.8,Monster Trucker Parking Simulator Game - Real Car Driving Test Run Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.32737,0
3030,31066,31066,a1064,b2300,Where's Puppy's Nose? for Baby,Education,"Fisher-Price, Inc.",4.1,Fisher-Price Giggle Gang App for Baby,Family,Fisher-Price,3.02985,0
1693,15878,15878,a1400,b1494,Score! World Goals,Sports,First Touch,4.4,Score! World Goals,Sports,First Touch Games Ltd.,4.66106,1
2115,18619,18619,a419,b1697,Monster Truck Racing 3D,Racing,i6 Games,3.7,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
3001,30466,30466,a2404,b2275,Kids Fun Animal Piano Free,Music,App Family,3.9,Pet Foot Doctor Salon - Games for Kids Free,Educational,App Whisperer LLC,3.57037,0
700,7707,7707,a1849,b639,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Mouse Maze Free - Top Brain Puzzle Game,Games,Top Free Games,4.06959,0
2865,28403,28403,a679,b2159,Kids Trucks: Puzzles,Education,Scott Adelman Apps Inc,4.1,Animal Games for Kids: Puzzles HD,Educational,Scott Adelman Apps Inc,4.11582,0
3902,39567,39567,a1499,b3222,Pictoword: Word Guessing Games,Word,Kooapps LLC,4.7,Celebrity Guess (guessing Celebrities quiz games),Trivia,Applewood Apps LLC,4.69166,0
4145,42804,42804,a1577,b3553,Angry Birds 2,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
590,7173,7173,a756,b575,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363,0
3651,36471,36471,a63,b2941,Imperia Online - Strategy MMO,Strategy,Imperia Online LTD.,4.5,Spartan Wars: MMO Battle Strategy Game,Strategy,Tap4Fun Game Ltd,3.3,0
1548,14971,14971,a1686,b1354,Geometry Dash,Arcade,RobTop Games,4.8,Geometry Dash World,Entertainment,RobTop Games AB,4.32141,0
4251,43733,43733,a723,b3663,Lords Mobile,Strategy,IGG.COM,4.5,Lords Mobile,Entertainment,IGG.COM,4.20559,1
2169,19014,19014,a1457,b1738,Crazy Snowboard,Sports,Ezone.com,4,Crazy Snowboard Free,Sports,Ezone.com,4.03509,0
4292,43983,43983,a1618,b3689,Angry Birds Epic RPG,Role Playing,Rovio Entertainment Ltd.,4.5,Angry Birds Epic RPG,Adventure,Rovio Entertainment Ltd,4.69513,1
314,4650,4650,a406,b389,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,VIP Deluxe Slots Machines Free - Slot Games in HD,Casino,Super Lucky Casino Inc.,4.89163,0
119,1710,1710,a474,b176,Polar Bear Cub Free for kids,Educational,Irina Marina,4.2,Memory matches brain trainer matching preschool toddler childrens educational training and match learning games for kids boys and girls for free,Education,Irina Schens,3.84896,0
200,2936,2936,a2809,b265,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
3462,35373,35373,a1947,b2747,Motorbike Driving Simulator 3D,Racing,Pudlus Games,3.8,3D Police Drag Racing Driving Simulator Game: Race The Real Turbo Chase,Games,Mountain Wizard Games,4.3091,0
3841,38355,38355,a1312,b3165,Quiz of Kings,Trivia,Elyas Nadali,4.2,Quiz of Kings,Education,Elyas Nadali,3.45,1
3359,34697,34697,a2589,b2676,Choice of the Ninja,Role Playing,Choice of Games LLC,4,Bass Pro Shops: The Hunt - King of Bucks,Arcade,Outdoor Partners LLC,3.98229,0
1396,11873,11873,a1114,b1223,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Tap Dance Troll Style - Relax with the Best Fun and Cool Free Music Game App for Kids and Family,Music,Asnis Apps,4.11111,0
3926,39942,39942,a684,b3247,Cars & Trucks Puzzle for Kids,Puzzle,Pixel Envision Ltd.,3.7,WordNerd - The picture puzzle game for word nerds,Word,Poptacular Ltd,2.90909,0
2200,19148,19148,a3625,b1764,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Car Race by Fun Games For Free,Racing,Fun Games For Free,4.60419,0
3697,36705,36705,a216,b3008,Clash of the Damned,Role Playing,Creative Mobile Publishing,4.1,Kingdoms of Camelot: Battle for the North ,Simulation,Gaea Mobile Ltd,16226 Ratings,0
1633,15559,15559,a30,b1430,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Gems With Friends Free,Entertainment,Zynga Inc.,3.375,0
1197,9834,9834,a2412,b1055,Angry Birds Space,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Rio,Puzzle,Rovio Entertainment Ltd,3.925,0
3629,36265,36265,a965,b2924,Bloons TD 5,Strategy,ninja kiwi,4.6,Bloons TD 5 HD,Entertainment,Ninja Kiwi,4.76639,0
1778,16184,16184,a2143,b1535,Angry Birds Star Wars II Free,Casual,Rovio Entertainment Ltd.,4.3,Angry Birds Rio,Puzzle,Rovio Entertainment Ltd,3.925,0
942,8850,8850,a2300,b869,Fashion Story: Daring Red,Casual,Storm8 Studios,4.1,Fashion Story,Simulation,Storm8 Studios,4.10064,0
4105,42371,42371,a210,b3489,Crusaders Quest,Role Playing,NHN Entertainment Corp.,4.4,Crusaders Quest,Action,NHN Entertainment Corp.,4.75,1
1944,17095,17095,a1981,b1609,Block Craft 3D: Building Game,Simulation,Fun Games For Free,4.5,3D Sports Cars Parking Simulator Racing Game ~ Real Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.03095,0
1182,9672,9672,a1324,b1042,Angry Birds POP Bubble Shooter,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Star Wars Free,Arcade,Rovio Entertainment Ltd,3.9294,0
831,8467,8467,a2544,b761,FRONTLINE COMMANDO,Action,Glu,4.4,Frontline Commando 2,Entertainment,Glu Games Inc,4.42042,0
215,3426,3426,a2664,b289,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
1587,15379,15379,a1324,b1394,Angry Birds POP Bubble Shooter,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Space,Arcade,Rovio Entertainment Ltd,3.9908,0
1231,9945,9945,a309,b1072,Bubble Witch 3 Saga,Puzzle,King,4.7,Bubble Witch 2 Saga,Arcade,King,4.425,0
1771,16177,16177,a1324,b1535,Angry Birds POP Bubble Shooter,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Rio,Puzzle,Rovio Entertainment Ltd,3.925,0
392,5283,5283,a126,b443,PowerVocab Word Game,Educational,Trymph Inc.,3.9,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.29223,0
27,254,254,a1502,b39,100 PICS Quiz - free quizzes,Trivia,Poptacular,4.3,100 PICS Puzzles - The biggest jigsaw puzzle game for free,Puzzle,Poptacular Ltd,4.64086,0
1948,17101,17101,a2022,b1609,Sea Plane: Flight Simulator 3D,Simulation,i6 Games,3.8,3D Sports Cars Parking Simulator Racing Game ~ Real Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.03095,0
752,7981,7981,a2469,b679,Nimble Quest,Arcade,NimbleBit LLC,4.1,Nimble Quest,Action,NimbleBit LLC,4.461,1
3495,35454,35454,a1985,b2752,Flight Simulator: Airplane 3D,Simulation,i6 Games,3.8,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
1961,17233,17233,a3688,b1619,Xtreme Racing 2 - Speed Car RC,Racing,Genera Games,4.2,Free Car Racing Games,Best Free and Fun Games,"Best Free and Fun Games, LLC",3.85612,0
478,6131,6131,a2664,b508,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
2323,19692,19692,a2506,b1817,Princess memory game for kids,Board,Owlet games for kids,3.8,Pop Dots Jam Family Game for Kids of All Ages,LLC,"Uberapps: The Best Top Free Addictive Casual Tap Games, LLC",874 Ratings,0
1448,13020,13020,a1186,b1260,More Trucks by Duck Duck Moose,Educational,"Duck Duck Moose, LLC",4.1,A Cool Adventure Hunter The Duck Shoot-ing Game by Animal-s Hunt-ing &amp; Fish-ing Games For Adult-s Teen-s &amp; Boy-s Free,Music,uTappz Mobile Development LLC,4.22511,0
2531,23811,23811,a2933,b1971,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
2951,30012,30012,a3583,b2245,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,"Chic Baby - Baby Care &amp; Dress Up Games for Kids, by Pazu",Family,Pazu Games Ltd,4.07619,0
909,8742,8742,a2529,b856,CONTRACT KILLER 2,Action,Glu,4.3,Contract Killer: Zombies,Entertainment,Glu Games Inc,4.07707,0
2306,19581,19581,a1129,b1815,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,A Little Crazy Pet Vet Baby Boo Hospital - My virtual fun care dentist doctor nose eye hair nail salon office for plush pets makeover games for kids boys &amp; girls,Games,Tic Toc Pocket Games,3.58621,0
2864,28401,28401,a2841,b2159,PlayKids Party - Kids Games,Puzzle,PlayKids Inc,4.2,Animal Games for Kids: Puzzles HD,Educational,Scott Adelman Apps Inc,4.11582,0
2131,18663,18663,a1995,b1697,Fly Helicopter Flight Sim 3D,Simulation,i6 Games,3.6,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
2644,25193,25193,a2495,b2043,Dice With Buddies\u2122,Board,Scopely,4.3,Dice With Buddies Free: Fun New Social Dice Game,Board,Scopely,4.13228,0
619,7455,7455,a2676,b590,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Zynga Poker - Texas Holdem: Vegas Casino Card Game,Entertainment,Zynga Inc.,4.54624,0
1387,11540,11540,a1885,b1211,Fast Racing 3D,Racing,Doodle Mobile Ltd.,4.2,3D Top Action Indian Racing Western Game - Cool Games For Awesome Teenage Boys &amp; Adults Free,Entertainment,uTappz Mobile Development LLC,4.37582,0
3039,31205,31205,a2506,b2316,Princess memory game for kids,Board,Owlet games for kids,3.8,My Dolphin Show: Pet animal game for girls &amp; kids,Family,SPIL GAMES,4.55556,0
1815,16398,16398,a1559,b1562,Chess With Friends Free,Board,Zynga,4.3,Hanging With Friends Free,Puzzle,Zynga Inc.,171871 Ratings,0
2765,26860,26860,a1126,b2095,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Princess Baby Salon Doctor Kids Games Free,Educational,App Mania LLC,3.76423,0
1895,16708,16708,a756,b1591,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Monster Truck by Fun Games For Free,Arcade,Fun Games For Free,4.49278,0
2539,23826,23826,a1135,b1971,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
1749,16077,16077,a3211,b1528,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.57273,0
1382,11377,11377,a3648,b1197,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,3D Derby Race-Car Drifting &amp; Crashing Game - Popular Driving Games For Adult Boys Free,Entertainment,uTappz Mobile Development LLC,4.33394,0
132,2223,2223,a1537,b199,Guess The Song - Music Quiz,Trivia,S Quiz It!,4.2,Guess The Person? HD FREE,Board,R.W BUCKINGHAM &amp; S FINOULST,4,0
283,4354,4354,a30,b370,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Chess With Friends Free,Strategy,Zynga Inc.,4.1898,0
2578,24244,24244,a3625,b1997,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
563,6900,6900,a2745,b551,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Hit it Rich! Free Casino Slots - Slot Machines,Casino,Zynga Inc.,4.35358,0
1947,17100,17100,a1995,b1609,Fly Helicopter Flight Sim 3D,Simulation,i6 Games,3.6,3D Sports Cars Parking Simulator Racing Game ~ Real Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.03095,0
2036,18048,18048,a1755,b1659,Truck Simulator PRO 2017,Simulation,Zuuks Games,3.6,Ferry Port Car Parking Simulator - Real Monster Bus Driving Test Truck Racing Run Race Games,Play With Games Ltd,Play With Games Ltd,4.45293,0
921,8797,8797,a2823,b861,SUBURBIA City Building Game,Board,Bezier Games,4.2,Block Craft 3D: Building Simulator Game For Free,Adventure,Fun Games For Free,4.76628,0
3567,35947,35947,a1414,b2827,Trial Xtreme 3,Racing,Deemedya INC,4.3,Trial Xtreme 3,Sports,Deemedya M.S. Ltd.,4.33544,1
969,8987,8987,a2458,b894,Call of Mini: Sniper,Arcade,Triniti Interactive Ltd.,4,Call of Mini Zombies,Action,Triniti Interactive Limited,4.57477,0
1212,9854,9854,a2491,b1060,Stupid Zombies,Arcade,GameResort,4.4,Stupid Zombies Free: Gun Shooting Fun,Entertainment,GameResort LLC,4.82099,0
394,5328,5328,a1439,b443,Hanging With Friends,Word,Zynga,4.2,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.29223,0
3685,36670,36670,a2602,b2992,SAMURAI vs ZOMBIES DEFENSE 2,Action,Glu,4.5,Samurai vs Zombies Defense,Strategy,Glu Games Inc,4.53612,0
913,8753,8753,a2233,b859,Best Fiends - Puzzle Adventure,Casual,Seriously Digital Entertainment Ltd.,4.6,Best Fiends,Puzzle,Seriously,4.81351,0
1888,16673,16673,a2033,b1589,Flight Simulator: Fly Plane 3D,Simulation,i6 Games,3.9,3D Emergency Parking Simulator Game - Real Police Fire-Truck Ambulance Car Driving School Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,3.69369,0
2527,23784,23784,a2401,b1971,123 Kids Fun MUSIC,Music,123 Kids Fun Apps - Educational apps for Kids,4.1,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
1974,17402,17402,a756,b1625,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Super Bird Adventure: Run and Jump Flappy Free Games for Kids by Top Fun 2,Action,FREE RACE MULTIPLAYER WORLD TINY LEPS HERO ROBIN WINGS,4.3512,0
3961,40864,40864,a3648,b3327,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,Doodle With Buddies : Fun Social Multi-player Drawing and Guessing Free Addicting Game to Play Family and Friends,Board,"RoboNacho Systems, LLC",3.36095,0
3157,33167,33167,a2091,b2455,Tiny Tower Vegas,Casual,NimbleBit LLC,4.1,Tiny Tower - Free City Building,Entertainment,NimbleBit LLC,4.6763,0
2962,30058,30058,a1515,b2251,Trivia Crack Kingdoms,Trivia,Etermax,4.4,Trivia Crack (Ad Free),Entertainment,Etermax,none,0
723,7763,7763,a2412,b651,Angry Birds Space,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds 2,Puzzle,Rovio Entertainment Ltd,4.6052,0
3405,35048,35048,a420,b2707,3D Monster Truck Parking Game,Racing,Play With Games,3.9,Ferry Port Car Parking Simulator - Real Monster Bus Driving Test Truck Racing Run Race Games,Play With Games Ltd,Play With Games Ltd,4.45404,0
413,5415,5415,a18,b452,Word Streak-Words With Friends,Word,Zynga,4.5,Words With Friends Classic,Word,Zynga Inc.,3.13605,0
2472,22747,22747,a1126,b1929,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Classic Free Casino 777 Slot Machine Games with Bonus for Fun : Win Big Jackpot Daily Rewards,Casino,"RoboNacho Systems, LLC",4.03015,0
1770,16176,16176,a2412,b1535,Angry Birds Space,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Rio,Puzzle,Rovio Entertainment Ltd,3.925,0
2480,22842,22842,a406,b1931,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games,Rocket Speed,"Rocket Speed, Inc.",4.78261,0
1027,9278,9278,a1333,b944,EA SPORTS UFC\u00ae,Sports,ELECTRONIC ARTS,4.4,NBA JAM by EA SPORTS,Entertainment,Electronic Arts,3.59003,0
597,7311,7311,a2717,b584,myVEGAS Slots - Free Casino,Casino,PlayStudios,4.4,myVEGAS Slots - Play Free Las Vegas Casino Slots!,Casino,PlayStudios,4.74468,0
1338,10386,10386,a2038,b1146,Flight Pilot Simulator 3D Free,Simulation,Fun Games For Free,4.6,Auto Police Fast Speed 3D Car Chase - Free Racing Game,Games,Sixfeed Games,3.77027,0
6,9,9,a1688,b5,Fruit Ninja,Arcade,Halfbrick Studios,4.3,Fruit Ninja Free,Entertainment,Halfbrick Studios,4.38696,0
1061,9373,9373,a2348,b969,Angry Birds Seasons,Arcade,Rovio Entertainment Ltd.,4.3,Angry Birds,Arcade,Rovio Entertainment Ltd,3.67521,0
1449,13046,13046,a3625,b1260,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,A Cool Adventure Hunter The Duck Shoot-ing Game by Animal-s Hunt-ing &amp; Fish-ing Games For Adult-s Teen-s &amp; Boy-s Free,Music,uTappz Mobile Development LLC,4.22511,0
3996,41474,41474,a1195,b3391,Word Streak:Words With Friends,Word,Zynga,4.5,Word Streak With Friends - PAID,Word,Zynga Inc.,4.30189,0
2875,28495,28495,a3625,b2160,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,PBS KIDS Games,PBS KIDS,PBS KIDS,3.83333,0
997,9082,9082,a2038,b911,Flight Pilot Simulator 3D Free,Simulation,Fun Games For Free,4.6,Flight Alert : Impossible Landings Flight Simulator by Fun Games For Free,Arcade,Fun Games For Free,4.79976,0
3329,34264,34264,a646,b2646,DEER HUNTER 2017,Action,Glu,4.3,Deer Hunter Classic,Sports,Glu Games Inc,4.48529,0
2801,27425,27425,a3392,b2110,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667,0
3589,36077,36077,a1475,b2862,FIFA Mobile Soccer,Sports,ELECTRONIC ARTS,4.2,FIFA Mobile Soccer,Sports,Electronic Arts,4.12477,1
1934,17065,17065,a1304,b1609,Shift Racing 3D,Sports,ZTASTAR GAMES,4,3D Sports Cars Parking Simulator Racing Game ~ Real Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.03095,0
2549,23874,23874,a2718,b1974,Dice With Buddies\u2122 Free,Board,Scopely,4.4,Dice With Buddies: Fun New Social Dice Game,Entertainment,Scopely,4.2243,0
1936,17070,17070,a1548,b1609,City Bike Racing 3D,Racing,i6 Games,3.7,3D Sports Cars Parking Simulator Racing Game ~ Real Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.03095,0
653,7607,7607,a1305,b617,Drive Ahead! Sports,Sports,Dodreams Ltd.,4.3,Drive Ahead!,Racing,Dodreams Fairytale Company Oy,16988 Ratings,0
2358,20338,20338,a3260,b1832,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Bliss Lite - The Game for Lovers,Dice,Games for Loving,117 Ratings,0
1467,13171,13171,a90,b1276,Drag Racing,Racing,Creative Mobile,4.4,3D Action Motorcycle Nitro Drag Racing Game By Best Motor Cycle Racer Adventure Games For Boy-s Kid-s &amp; Teen-s Pro,Sports,uTappz Mobile Development LLC,4.35335,0
48,379,379,a3583,b41,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
318,4664,4664,a588,b391,Hearts Card Game FREE,Card,Breakout Games,4.3,Gin Rummy Plus - Free Online Card Game,Games,Peak Games,4.46865,0
2491,22957,22957,a2914,b1946,Happy Kids: Baby Shapes 2-5,Educational,Oriplay Games,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
1620,15447,15447,a2431,b1412,Disco Zoo,Casual,NimbleBit LLC,4.5,Disco Zoo,Simulation,NimbleBit LLC,4.62857,1
2258,19337,19337,a1324,b1800,Angry Birds POP Bubble Shooter,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Go!,Arcade,Rovio Entertainment Ltd,3.55211,0
2243,19288,19288,a1929,b1793,Extreme Car Driving Simulator,Racing,AxesInMotion Racing,4.2,Extreme Car Driving Simulator Free,Simulation,AxesInMotion S.L.,4.36311,0
