,Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
1519,14529,14529,a1129,b1318,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,A Cool Adventure Hunter The Duck Shoot-ing Game By Free Animal-s Hunt-ing &amp; Fish-ing Games For Adult-s Teen-s &amp; Boy-s Pro,Sports,uTappz Mobile Development LLC,4.22876,0
4168,43082,43082,a542,b3571,Animation Throwdown: TQFC,Adventure,Kongregate,4.6,Animation Throwdown: The Quest for Cards,Entertainment,Kongregate,4.13415,0
1329,10347,10347,a588,b1146,Hearts Card Game FREE,Card,Breakout Games,4.3,Auto Police Fast Speed 3D Car Chase - Free Racing Game,Games,Sixfeed Games,3.77027,0
3158,33170,33170,a1267,b2455,Tiny Tower,Simulation,NimbleBit LLC,4.5,Tiny Tower - Free City Building,Entertainment,NimbleBit LLC,4.6763,0
888,8715,8715,a2612,b847,Six-Guns: Gang Showdown,Action,Gameloft,4.4,Six-Guns: Gang Showdown,Entertainment,Gameloft,4.39198,1
4238,43661,43661,a3720,b3639,Strawberry Shortcake Dress Up,Casual,Budge Studios,3.8,Prom Night Makeover - Make Up &amp; Dress Up Girls Spa,Family,Ninjafish Studios,879 Ratings,0
2563,24028,24028,a2669,b1986,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2816,27728,27728,a482,b2117,Fishing for kids and babies,Educational,Babies and Kids Educational Games,3.9,"Girls Hair Salon - Hair Style &amp; Makeover Games for Kids, by Pazu",Family,Pazu Games Ltd,4.05495,0
4061,42166,42166,a30,b3467,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
3708,36761,36761,a1756,b3009,Match Jong FREE,Puzzle,Pozirk Games Inc.,4.3,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089,0
3576,35956,35956,a1290,b2838,WGT Golf Game by Topgolf,Sports,WGT,4.2,WGT Golf Game by Topgolf,Simulation,WGT,4.77907,1
1875,16635,16635,a3637,b1589,Fast Car Parking,Simulation,Defne Games,4.2,3D Emergency Parking Simulator Game - Real Police Fire-Truck Ambulance Car Driving School Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,3.69369,0
3368,34773,34773,a415,b2682,Truck Driver 3D: Offroad,Racing,Rooster Games,3.8,Quarry Driver Parking Game - Real Mining Monster Truck Car Driving Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.30739,0
3345,34593,34593,a3688,b2666,Xtreme Racing 2 - Speed Car RC,Racing,Genera Games,4.2,Airport Trucks Car Parking Simulator - Real Driving Test Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.36773,0
3772,37046,37046,a1849,b3057,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732,0
4191,43174,43174,a2933,b3588,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Face Paint Party Salon - Girls Makeup &amp; Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,3,0
2383,20866,20866,a1129,b1848,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ace Football Trivia - Fun Quiz Games for Kids (Boys &amp; Girls) Free,Sports,"Mega Rock, LLC",4.17307,0
2542,23842,23842,a3621,b1971,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
3147,33102,33102,a3138,b2447,Where's My Water?,Puzzle,Disney,4.7,Where's My Perry? Free,Entertainment,Disney,3.92596,0
2689,25854,25854,a2624,b2061,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Kindergarten Math Games For Kids (singapore) free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.54545,0
639,7545,7545,a1961,b608,Offroad Legends 2 - Hill Climb,Racing,DogByte Games,4.3,MMX Hill Climb Off-Road Racing,Action,Hutch Games Ltd,4.49934,0
2027,18016,18016,a2624,b1659,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Ferry Port Car Parking Simulator - Real Monster Bus Driving Test Truck Racing Run Race Games,Play With Games Ltd,Play With Games Ltd,4.45293,0
1606,15417,15417,a284,b1405,Agent Alice,Puzzle,Wooga,4.3,Agent Alice,Puzzle,wooga,4.61033,1
2493,22963,22963,a3583,b1946,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
192,2917,2917,a2670,b265,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
4254,43743,43743,a1469,b3667,BIG WIN Basketball,Sports,Hothead Games,4.1,Big Win Baseball,Sports,Hothead Games Inc.,4.30097,0
1856,16482,16482,a413,b1578,RC Truck Racing Simulator 3D,Racing,i6 Games,3.7,Monster Trucker Parking Simulator Game - Real Car Driving Test Run Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.32737,0
3262,33907,33907,a1976,b2594,Design Home,Simulation,Crowdstar Inc,4.4,Design Home,Simulation,Crowdstar Inc,4.15339,1
1115,9488,9488,a2262,b995,COOKING DASH,Casual,Glu,4.2,Cooking Dash,Entertainment,Glu Games Inc,3.96429,1
2947,29989,29989,a3258,b2245,Animals Farm For Kids,Educational,Kids Games Projects,4.2,"Chic Baby - Baby Care &amp; Dress Up Games for Kids, by Pazu",Family,Pazu Games Ltd,4.07619,0
3820,37922,37922,a1501,b3118,Guess the Word,Word,"Random Logic Games, LLC",4.2,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041,0
776,8140,8140,a2060,b709,The Sims 3,Simulation,ELECTRONIC ARTS,2.9,The Sims 3 Ambitions,Entertainment,Electronic Arts,3.24107,0
684,7668,7668,a2599,b636,Zombie Highway,Action,Auxbrain Inc,4.3,Zombie Highway,Action,"Auxbrain, Inc.",4.42657,1
4207,43282,43282,a943,b3599,Mighty Monsters,Role Playing,Uken Games,4.1,Mighty Monsters,Games,Uken Games,4.41176,1
685,7669,7669,a2600,b636,Zombie Highway 2,Action,Auxbrain Inc,4.3,Zombie Highway,Action,"Auxbrain, Inc.",4.42657,0
1601,15411,15411,a255,b1401,Maleficent Free Fall,Puzzle,Disney,4.3,Maleficent Free Fall,Strategy,Disney,4.72989,1
3104,32075,32075,a3202,b2368,Littlest Pet Shop Your World,Casual,Hasbro Inc.,4.2,Tree World: Free Pocket Pet Adventure,Entertainment,Behaviour Interactive Inc.,4.63469,0
1791,16277,16277,a258,b1545,Where's My Water? Free,Puzzle,Disney,4.3,Where's My Water? 2,Entertainment,Disney,4.01976,0
2226,19226,19226,a2226,b1785,Angry Birds Fight! RPG Puzzle,Puzzle,Rovio Entertainment Ltd.,4.3,Angry Birds Transformers,Action,Rovio Entertainment Ltd,3.43902,0
4247,43726,43726,a768,b3656,Modern War by GREE,Action,"Funzio Games, Inc",4.1,Modern Girl by Crowdstar,Role Playing,Crowdstar Inc,4.1346,0
3677,36643,36643,a145,b2979,Vikings: War of Clans,Strategy,Plarium LLC,4.4,Vikings: War of Clans,Action,Plarium LLC,4.18681,1
3473,35390,35390,a1332,b2751,BIG WIN Racing,Sports,Hothead Games,3.9,Big Win Football 2016,Simulation,Hothead Games Inc.,4.22483,0
720,7760,7760,a1731,b651,Angry Birds Star Wars HD,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds 2,Puzzle,Rovio Entertainment Ltd,4.6052,0
1700,15926,15926,a1324,b1507,Angry Birds POP Bubble Shooter,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Blast,Puzzle,Rovio Entertainment Ltd,4.62446,0
70,514,514,a3584,b45,Shapes Match for Kids,Educational,Eggroll Games,5,Christmas Games - Santa Claus Toy Party for kids,Education,Tiltan Games (2013) LTD,139 Ratings,0
2694,25885,25885,a1098,b2061,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kindergarten Math Games For Kids (singapore) free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.54545,0
2879,28504,28504,a1142,b2160,Peg + Cat Big Gig by PBS KIDS,Education,PBS KIDS,4.1,PBS KIDS Games,PBS KIDS,PBS KIDS,3.83333,0
3183,33293,33293,a1293,b2478,Fallout Shelter,Simulation,Bethesda Softworks LLC,4.5,Fallout Shelter,Simulation,Bethesda,4.7312,1
3430,35203,35203,a1362,b2731,Flick Kick Field Goal 2016,Sports,PIKPOK,3.9,Flick Kick Football Kickoff,Arcade,PikPok,4.31141,0
1793,16279,16279,a3495,b1545,Where's My Mickey? XL,Puzzle,Disney,4.2,Where's My Water? 2,Entertainment,Disney,4.01976,0
825,8445,8445,a3621,b758,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,My Dolphin Show: Pet animal game for girls &amp; kids,Family,SPIL GAMES,4.55556,0
1571,15268,15268,a2736,b1378,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,Wizard of OZ: Magic Match New Free Matching Game,Puzzle,Zynga Inc.,4.60137,0
1828,16412,16412,a221,b1565,Criminal Case,Adventure,Pretty Simple,4.5,Criminal Case,Adventure,Pretty Simple,4.50623,1
3424,35168,35168,a1289,b2724,Fishing Paradise 3D Free+,Sports,Pro Media Now Inc,4.1,Bass Fishing 3D on the Boat Free,Simulation,pascal inc.,1641 Ratings,0
1861,16495,16495,a3637,b1578,Fast Car Parking,Simulation,Defne Games,4.2,Monster Trucker Parking Simulator Game - Real Car Driving Test Run Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.32737,0
3052,31286,31286,a3625,b2316,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,My Dolphin Show: Pet animal game for girls &amp; kids,Family,SPIL GAMES,4.55556,0
3327,34262,34262,a2414,b2645,Paper Toss Boss,Arcade,"Backflip Studios, Inc.",4.2,Paper Toss,Entertainment,Backflip Studios,4.18966,0
2146,18918,18918,a1413,b1712,Bike Rivals,Racing,Miniclip.com,4.2,Bike Rivals,Racing,Miniclip.com,4.29452,1
2350,20037,20037,a3622,b1824,Shapes and Colors for babies,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.5,Car Games of Real Asphalt - Racing and Driving Simulator for Boys &amp; Kids (8+) Free,Racing,"Mega Rock, LLC",3.65,0
453,5729,5729,a2736,b484,Wizard of Oz Free Slots Casino,Casino,Zynga,4.5,SLOTS - Black Diamond Casino Slot Machines Games,Zynga Inc.,Zynga Inc.,4.71983,0
88,791,791,a1726,b90,2048 Number puzzle game,Puzzle,Estoty Entertainment LLC,4.4,"2048 Number Puzzle game + Best 2048 app with unlimited undo feature, 5x5 mode, time survival mode plus #1 multiplayer",Board,Estoty,4.25509,0
3031,31090,31090,a2342,b2308,Glow Hockey 2,Arcade,Natenai Ariyatrakool,4,Glow Hockey,Entertainment,Natenai Ariyatrakool,3.46739,0
291,4382,4382,a2676,b374,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Live Holdem Poker,Card,GeaxGame Inc,4.27632,0
2091,18485,18485,a1656,b1690,Fun Run 2 - Multiplayer Race,Arcade,Dirtybit,4.5,Fun Run Arena - Multiplayer Race,Sports,dirtyBit,4.69998,0
148,2392,2392,a3597,b204,Jigsaw Puzzle Games for Kids,Educational,KidZone Studios,4.3,"Descrambler - unofficial word game solver for SCRABBLE, Words with Friends and Wordfeud crossword games",Board,PBJ Studios,4.4966,0
31,306,306,a2455,b41,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
3453,35326,35326,a419,b2747,Monster Truck Racing 3D,Racing,i6 Games,3.7,3D Police Drag Racing Driving Simulator Game: Race The Real Turbo Chase,Games,Mountain Wizard Games,4.3091,0
3572,35952,35952,a1400,b2836,Score! World Goals,Sports,First Touch,4.4,Score! World Goals,Sports,First Touch Games Ltd.,4.6608,1
4107,42380,42380,a119,b3491,Tap Titans 2,Role Playing,Game Hive Corporation,4.8,Tap Titans 2,Adventure,Game Hive Corp.,4.15179,1
1043,9311,9311,a2143,b966,Angry Birds Star Wars II Free,Casual,Rovio Entertainment Ltd.,4.3,Angry Birds Star Wars,Action,Rovio Entertainment Ltd,4.13737,0
2339,19772,19772,a3584,b1817,Shapes Match for Kids,Educational,Eggroll Games,5,Pop Dots Jam Family Game for Kids of All Ages,LLC,"Uberapps: The Best Top Free Addictive Casual Tap Games, LLC",874 Ratings,0
3601,36110,36110,a738,b2886,Battle Beach,Arcade,Ember Entertainment,4.4,Battle Beach,Action,Ember Entertainment,3.80687,1
2510,23097,23097,a2712,b1950,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,"Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!",Entertainment,"Rocket Speed, Inc.",4.67919,0
4262,43854,43854,a2462,b3672,The Crossing Dead,Arcade,Wizard Games Incorporated,4.2,The Walking Dead: No Man's Land,Role Playing,Next Games Oy,3.95238,0
4203,43263,43263,a1114,b3596,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,My New Baby Story - Makeup Spa &amp; Dressup Kids Game,Family,Kids Games Studios LLC,2.4,0
917,8786,8786,a413,b861,RC Truck Racing Simulator 3D,Racing,i6 Games,3.7,Block Craft 3D: Building Simulator Game For Free,Adventure,Fun Games For Free,4.76628,0
1757,16097,16097,a1849,b1528,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.57273,0
2332,19739,19739,a1135,b1817,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Pop Dots Jam Family Game for Kids of All Ages,LLC,"Uberapps: The Best Top Free Addictive Casual Tap Games, LLC",874 Ratings,0
3401,35043,35043,a412,b2707,Mad Truck Challenge Racing,Racing,Spil Games,4.2,Ferry Port Car Parking Simulator - Real Monster Bus Driving Test Truck Racing Run Race Games,Play With Games Ltd,Play With Games Ltd,4.45404,0
2111,18599,18599,a2033,b1693,Flight Simulator: Fly Plane 3D,Simulation,i6 Games,3.9,3D Police Drag Racing Driving Simulator Game: Race The Real Turbo Chase,Games,Mountain Wizard Games,4.3091,0
4230,43509,43509,a1011,b3632,Dungeon Boss,Role Playing,Big Fish Games,4.4,Dungeon Boss,Inc,"Big Fish Games, Inc",4.23754,1
4086,42287,42287,a826,b3476,FINAL FANTASY VI,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,MOBIUS FINAL FANTASY,Role Playing,SQUARE ENIX INC,4.05556,0
2585,24372,24372,a2506,b2002,Princess memory game for kids,Board,Owlet games for kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
4074,42237,42237,a1442,b3469,Words With Friends Classic,Word,Zynga,4.3,Words With Friends Classic,Word,Zynga Inc.,3.12162,1
2782,27150,27150,a3621,b2102,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Triplet Baby Doctor Salon Spa Kids Games Free,Games,Free Addicting Games,3.61176,0
3647,36452,36452,a2593,b2939,Age of War,Strategy,Max Games Studios,4.3,Lux Touch - risk of world war game,Games,Sillysoft Games,4.17722,0
3523,35808,35808,a756,b2782,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Roof Jumping Stunt Driving Parking Simulator - Real Car Racing Test Sim Run Race Games,Play With Games Ltd,Play With Games Ltd,4.38771,0
1652,15629,15629,a3211,b1447,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089,0
1423,12607,12607,a3541,b1245,Wedding Makeup Girls,Educational,Pazu Games,3.9,Pop Star Makeover: Girls Makeup and Dress Up Games,Peachy Games LLC,Peachy Games LLC,3.82353,0
185,2847,2847,a2745,b256,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
1894,16701,16701,a2624,b1591,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Monster Truck by Fun Games For Free,Arcade,Fun Games For Free,4.49278,0
2837,27841,27841,a321,b2119,Logic Games for Kids 6-9 Free,Educational,Irina Marina,4.3,Cat Kitty Kitten Coloring Pages - Free Girl Games,Irina Schens,Irina Schens,4.55161,0
2923,29504,29504,a1849,b2209,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Letris 4: Best word puzzle game,Games,Ivanovich Games,4.24127,0
3625,36248,36248,a602,b2922,Card Wars - Adventure Time,Card,Cartoon Network,4.3,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
1237,9968,9968,a1904,b1078,Candy Crush Jelly Saga,Puzzle,King,4.3,Candy Crush Jelly Saga,Puzzle,King,4.46666,1
735,7786,7786,a94,b658,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Bike Race Free - Top Motorcycle Racing Game,Games,Top Free Games,4.7812,0
2124,18639,18639,a3760,b1697,Dog Run - Pet Dog Simulator,Simulation,Green Tea Games,4.7,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
3777,37064,37064,a3550,b3060,Epic Heroes of Knowledge,Educational,"Yogome, Inc.",4.5,Hearthstone: Heroes of Warcraft,Entertainment,"Blizzard Entertainment, Inc.",3.65922,0
3590,36078,36078,a1234,b2863,Bowling King,Sports,Miniclip.com,4.6,Bowling King,Arcade,Miniclip.com,4.38095,1
2278,19383,19383,a588,b1808,Hearts Card Game FREE,Card,Breakout Games,4.3,Bike Race Free - Top Motorcycle Racing Game,Games,Top Free Games,4.78322,0
2631,25099,25099,a2586,b2039,Ninja Runner 3D,Arcade,Fast Free Games,3.8,Ninja Run Multiplayer 3D Racing: Free Racing Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,4.44761,0
4013,41668,41668,a1442,b3410,Words With Friends Classic,Word,Zynga,4.3,Word Streak With Friends - FREE,Entertainment,Zynga Inc.,4.03571,0
2475,22769,22769,a2144,b1930,Make It Rain: Love of Money,Casual,"Space Inch, LLC",4.1,Crush it Slots of Fortune! (Gold Coin Bash Casino) - Big Win FREE,Entertainment,Hotel Romeo Media LLC,4.08695,0
569,6994,6994,a661,b561,Texas Holdem Poker Pro,Card,geaxgame,4.6,Texas Holdem Poker,Sports,GeaxGame Inc,4.16802,0
3319,34248,34248,a2204,b2638,Restaurant Story: Summer Camp,Casual,Storm8 Studios,4.1,Restaurant Story,Simulation,Storm8 Studios,4.12324,0
1762,16157,16157,a2799,b1534,The Mystery of Crimson Manor,Adventure,MediaCity Games LLC,3.9,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",4.53378,0
3340,34542,34542,a1186,b2653,More Trucks by Duck Duck Moose,Educational,"Duck Duck Moose, LLC",4.1,A Cool Adventure Hunter The Duck Shoot-ing Game By Free Animal-s Hunt-ing &amp; Fish-ing Games For Adult-s Teen-s &amp; Boy-s Pro,Sports,uTappz Mobile Development LLC,4.22876,0
2452,22342,22342,a756,b1906,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.4,0
3559,35901,35901,a1250,b2809,TAP SPORTS BASEBALL,Sports,Glu,3.9,Tap Sports Baseball 2015,Action,Glu Games Inc,4.34101,0
3949,40538,40538,a267,b3302,Languinis: Word Puzzles,Word,Game Alliance,4.6,Languinis: Word Puzzle Challenge,Word,Game Alliance,4.88,0
347,4879,4879,a2272,b407,Magic Jigsaw Puzzles,Puzzle,ZiMAD,4.4,Magic Jigsaw Puzzles,Entertainment,ZiMAD,4.50169,1
2978,30340,30340,a2933,b2256,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Face Paint Party Salon - Girls Makeup &amp; Kids Games,Kids Games Studios LLC,Kids Games Studios LLC,3,0
3254,33850,33850,a3749,b2574,Mini Pets,Casual,Miniclip.com,4.2,Mini Pets,Entertainment,Miniclip.com,4.65587,1
3394,34992,34992,a2826,b2702,Shelter: A Survival Card Game,Board,Survivalist Games,4.2,Gas Station Car Parking Simulator a Real Road Racing Park Game,Racing,Play With Games Ltd,4.1645,0
3033,31096,31096,a3277,b2309,LEGO Batman: DC Super Heroes,Adventure,Warner Bros. International Enterprises,4.1,The LEGO Batman Movie Game,Entertainment,Warner Bros.,4.23076,0
3013,30672,30672,a3621,b2285,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,"Makeup Girls - Wedding Dress Up &amp; Make Up Games for girls, by Pazu",Educational,Pazu Games Ltd,4.02412,0
4173,43116,43116,a3616,b3582,Star Trek \u00ae - Wrath of Gems,Puzzle,Genera Games,4.3,Rock Life - Guitar Band Revenge of Hero Rising Star,Music,Zeeppo Games Ltda,4.44913,0
1586,15359,15359,a1602,b1392,Talking Tom Gold Run,Action,Outfit7,4.5,Talking Tom Bubble Shooter,Arcade,Outfit7 Limited,4.43724,0
1917,16940,16940,a1755,b1600,Truck Simulator PRO 2017,Simulation,Zuuks Games,3.6,Car Parking Driving Simulator Game - Real Monster Truck Test Drive Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.37015,0
3307,34220,34220,a414,b2632,Extreme SUV Driving Simulator,Racing,AxesInMotion Racing,4.1,Extreme Car Driving Simulator Free,Simulation,AxesInMotion S.L.,4.36318,0
383,5196,5196,a2664,b434,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Slots Galaxy: Free Fun Vegas Casino Slot Machines,Casino,Tap Slots Inc.,4.68586,0
748,7943,7943,a978,b669,Kids Connect the Dots (Lite),Educational,Intellijoy Educational Games for Kids,4.2,Haunted Manor 2 - The Horror behind the Mystery - LITE,Adventure,redBit games,3.40426,0
2490,22954,22954,a756,b1946,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
910,8743,8743,a2603,b856,CONTRACT KILLER: ZOMBIES (NR),Action,Glu,4.4,Contract Killer: Zombies,Entertainment,Glu Games Inc,4.07707,0
4287,43978,43978,a2226,b3689,Angry Birds Fight! RPG Puzzle,Puzzle,Rovio Entertainment Ltd.,4.3,Angry Birds Epic RPG,Adventure,Rovio Entertainment Ltd,4.69513,0
1246,10008,10008,a2472,b1091,Doodle Jump DC Heroes - Batman,Action,Lima Sky LLC,4.2,Doodle Jump FREE - BE WARNED: Insanely addictive,Arcade,Lima Sky,4.23076,0
3112,32105,32105,a257,b2374,Where's My Water? 2,Puzzle,Disney,4.2,Where's My Mickey? Free,Puzzle,Disney,3.79347,0
2104,18580,18580,a1895,b1693,MEGA MOTO RACING 3D,Racing,Foose Games,3.9,3D Police Drag Racing Driving Simulator Game: Race The Real Turbo Chase,Games,Mountain Wizard Games,4.3091,0
900,8733,8733,a2348,b854,Angry Birds Seasons,Arcade,Rovio Entertainment Ltd.,4.3,Angry Birds Epic RPG,Adventure,Rovio Entertainment Ltd,4.69513,0
2848,28214,28214,a1129,b2150,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Breakfast Food Maker Kids Games (Girls &amp; Boys),Games,Free Addicting Games,3.67105,0
2466,22448,22448,a3260,b1911,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop,Dice,Swipea Kids Apps,14 Ratings,0
345,4845,4845,a619,b405,Phase 10,Card,Magmic Inc,4.2,Phase 10 Free - Play Your Friends!,Card,Magmic Inc.,2.64286,0
3376,34810,34810,a654,b2683,Real Steel Boxing Champions,Action,Reliance Big Entertainment (UK) Private Limited,4.3,Real Steel,Action,Reliance Big Entertainment UK Private Ltd,none,0
4306,44070,44070,a3743,b3697,Princess Salon,Educational,Libii,4,"Princess Salon 2 - Makeup, Dressup, Spa and Makeover - Girls Beauty Salon Games",Libii Girls Game,Libii Girls Game,4.14522,0
3412,35069,35069,a3688,b2707,Xtreme Racing 2 - Speed Car RC,Racing,Genera Games,4.2,Ferry Port Car Parking Simulator - Real Monster Bus Driving Test Truck Racing Run Race Games,Play With Games Ltd,Play With Games Ltd,4.45404,0
636,7539,7539,a1708,b608,4x4 Hill Climb,Simulation,Games Link Studio,3.8,MMX Hill Climb Off-Road Racing,Action,Hutch Games Ltd,4.49934,0
1319,10253,10253,a3740,b1133,Libii Dentist,Educational,Libii,3.8,Libii Dentist,Family,Libii Tech Limited,3.84868,1
286,4360,4360,a1442,b370,Words With Friends Classic,Word,Zynga,4.3,Chess With Friends Free,Strategy,Zynga Inc.,4.1898,0
1,2,2,a1904,b1,Candy Crush Jelly Saga,Puzzle,King,4.3,Candy Crush Saga,Entertainment,King,4.70807,0
2764,26858,26858,a1119,b2095,Kids Balloon Pop Game Free \ud83c\udf88,Casual,App Family,4,Princess Baby Salon Doctor Kids Games Free,Educational,App Mania LLC,3.76423,0
2433,22118,22118,a3416,b1888,Teddy - Coloring book for kids,Casual,Teddy Apps,4.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
117,1659,1659,a2694,b170,Praia Bingo + VideoBingo Free,Casino,Pipa Games,4.3,Praia Bingo + VideoBingo FREE,Casino,Pipa Studios,241 Ratings,1
3904,39647,39647,a1538,b3230,Trivia Crack,Trivia,Etermax,4.5,Trivia Crack,Family,Etermax,3.82813,1
1001,9131,9131,a2839,b917,Shopkins World!,Arcade,Mighty Kingdom,4.2,Shopkins World!,Entertainment,Mighty Kingdom,4.12821,1
1386,11533,11533,a3648,b1211,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,3D Top Action Indian Racing Western Game - Cool Games For Awesome Teenage Boys &amp; Adults Free,Entertainment,uTappz Mobile Development LLC,4.37582,0
3433,35227,35227,a1289,b2739,Fishing Paradise 3D Free+,Sports,Pro Media Now Inc,4.1,Fishing Paradise 3D Free +,Sports,Pro Media Now Inc,4.53465,0
3038,31179,31179,a2329,b2315,Egg Car - Don't Drop the Egg!,Arcade,Orangenose Studio,4.1,Dont touch the white tile,Entertainment,Lucky Studio,4.09091,0
3936,40287,40287,a3134,b3267,Logic Problems - Classic!,Word,Egghead Games,3.6,Logic Puzzles - Classic Logic Grid Problems,Puzzle,Egghead Games LLC,4.125,0
3048,31278,31278,a3583,b2316,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,My Dolphin Show: Pet animal game for girls &amp; kids,Family,SPIL GAMES,4.55556,0
