"ID","name","category","developer","rating"
"439","Trivia Crack (Ad free)","Trivia","Etermax","4.6"
"440","Trivia Crack Kingdoms","Trivia","Etermax","4.00357"
"441","Trivia Crack","Trivia","Etermax","4.164065"
"442","Free Word Search Puzzles","Word","Devarai Wordplay","4.28387"
"443","Wordox The Word Snatcher","Word","IsCool Entertainment","4.3"
"444","Hanging With Friends","Word","Zynga","4.2"
"445","Psych! Outwit Your Friends","Word","Warner Bros. International Enterprises","3.62121"
"446","Word Crack Free","Word","Etermax","4.320155"
"447","Four Letters","Word","PIKPOK","4.38882"
"448","AlphaBetty Saga","Puzzle","King","4.20135"
"449","Draw Something","Word","OMGPOP","4.0"
"450","Scribblenauts Remix","Puzzle","Warner Bros. International Enterprises","4.20989"
"451","7 Little Words","Word","Blue Ox Technologies Ltd.","4.7"
"452","Hangman Free","Word","Optime Software","3.9707"
"453","Heads Up!","Word","Warner Bros. International Enterprises","4.36282"
"454","Guess The Emoji","Word","Random Logic Games, LLC","4.447595"
"455","4 Pics 1 Word","Word","LOTUM GmbH","4.35748"
"456","Words With Friends Classic","Word","Zynga","3.71081"
"457","8bit Ninja","Action","DogByte Games","4.144615"
"458","Pocket Politics","Simulation","Kongregate","3.55"
"459","Crusaders Quest","Role Playing","NHN Entertainment Corp.","4.575"
"460","Tap Titans 2","Role Playing","Game Hive Corporation","4.475895"
"461","Empire Z: Endless War","Strategy","Ember Entertainment","4.149995"
"462","Throne Rush","Strategy","NEXTERS","4.557145"
"463","Punch Hero","Sports","GAMEVIL Inc.","4.309585"
"464","Mini Warriors","Strategy","Triniti Interactive Ltd.","4.3375"
"465","FINAL FANTASY BRAVE EXVIUS","Role Playing","SQUARE ENIX Co.,Ltd.","4.60978"
"466","Galaxy Legend","Role Playing","Tap4fun Corp., Ltd.","4.2"
"467","Angry Birds Fight! RPG Puzzle","Puzzle","Rovio Entertainment Ltd.","4.382875"
"468","Unison League","Role Playing","Ateam Inc.","4.585715"
"469","ZOMBIES ATE MY FRIENDS","Adventure","Glu","4.46642"
"470","SMASH Monsters - City Rampage","Role Playing","A Thinking Ape Entertainment Ltd.","4.3"
"471","Taichi Panda","Role Playing","Snail Games USA Inc","4.05"
"472","Mighty Monsters","Role Playing","Uken Games","4.25588"
"473","Cartoon Wars: Gunner+","Arcade","GAMEVIL Inc.","4.69692"
"474","DC Legends","Role Playing","Warner Bros. International Enterprises","4.382675"
"475","Hard Time (Prison Sim)","Adventure","MDickie","3.975"
"476","Dear Diary - Interactive Story","Simulation","Tapps Games","4.38917"
"477","Dungeon Boss","Role Playing","Big Fish Games","4.31877"
"478","Beat the Boss 4","Action","Game Hive Corporation","4.19237"
"479","Tap Titans","Role Playing","Game Hive Corporation","4.735345"
"480","STARDOM: HOLLYWOOD","Adventure","Glu","4.415655"
"481","Brave Frontier","Role Playing","gumi Inc.","4.49673"
"482","Dungeon Hunter 4","Role Playing","Gameloft","4.536735"
"483","MARVEL Future Fight","Role Playing","Netmarble Games","4.365095"
"484","Lords Mobile","Strategy","IGG.COM","4.352795"
"485","Fire Emblem Heroes","Simulation","Nintendo Co., Ltd.","4.61615"
"486","BIG WIN Basketball","Sports","Hothead Games","4.09601"
"487","Shadow Fight 2","Action","NEKKI","4.63476"
"488","Angry Birds Epic RPG","Role Playing","Rovio Entertainment Ltd.","4.597565"
"489","Summoners War","Role Playing","Com2uS","4.26321"
"490","Kill Shot","Simulation","Hothead Games","4.397665"
